Date,Day,Origin,Group,Mark,Sex,Fish_ID,Notes,Tot_Dist_cm,Velocity_Mean_cm_s,High_Zone_Dur,Mid_Zone_Dur,Low_Zone_Dur,Freezing_Dur,Arena_Dur
2/03/2020,Monday,MB,Maternal,Gre.Ora,female,a9868,,2381.1,5.4116,74.88,84.32,280.88,0.16,440.08
2/03/2020,Monday,MB,Maternal,Bla.Gre,female,a9787,,2333.01,5.30229,148.24,79.04,212.8,0.24,440.08
2/03/2020,Monday,MB,Maternal,_.Blu,male,a9844,,1535.95,3.49079,108.56,64.16,267.2,2.4,440.08
2/03/2020,Monday,MB,Maternal,Blu.Blu,male,a9843,,84.9706,0.193115,0,0,440.08,336.16,440.08
2/03/2020,Monday,MB,Maternal,Red.Bla,male,a9756,,2492.15,5.66398,76.08,133.6,230.4,0.08,440.08
2/03/2020,Monday,MB,Maternal,Ora.Yel,male,a9813,wrong label,2384.68,5.42269,141.52,91.28,207.28,0.08,440.08
2/03/2020,Monday,MB,Maternal,Pur.Pin,male,a9824,,2583.12,5.87073,154.72,81.12,204.24,0.08,440.08
2/03/2020,Monday,MB,Maternal,Gre.Pur,female,a9867,,2114.05,4.80902,91.44,72.08,276.48,0.24,440
2/03/2020,Monday,MB,Maternal,Yel.Ora,female,a9778,,2402.68,5.46064,47.84,86.88,305.36,0.88,440.08
2/03/2020,Monday,MB,Maternal,Pin.Whi,female,a9862,,2441.2,5.54817,98.08,65.76,276.24,0.48,440.08
2/03/2020,Monday,MB,Maternal,Red._,male,a9752,,1542.01,3.50457,30.56,111.2,298.32,0.72,440.08
2/03/2020,Monday,MB,Maternal,Pin.Yel,female,a9854,,2962.48,6.74027,248,101.44,90.64,0,440.08
2/03/2020,Monday,MB,Maternal,Ora.Pur,male,a9821,,2107.24,4.78917,141.44,104.32,194.32,0,440.08
2/03/2020,Monday,MB,Maternal,Yel.Bla,female,a9777,,1943.15,4.41624,24.8,74.64,340.64,0.48,440.08
2/03/2020,Monday,MB,Maternal,Yel.Yel,male,a9765,,1777.06,4.03878,103.36,103.76,232.96,0.4,440.08
2/03/2020,Monday,MB,Maternal,_.Red,male,a9849,,1385.42,3.14867,15.2,51.2,373.68,2.56,440.08
2/03/2020,Monday,MB,Maternal,_._,female,a9774,,2103.53,4.78074,166.72,69.6,203.76,0.24,440.08
2/03/2020,Monday,MB,Maternal,Blu.Gre,male,a9846,,2093.42,4.7595,70.96,92.4,276.72,0.96,440.08
2/03/2020,Monday,WTA,Within_Treatment,Pin.Gre,female,a10087,,8.6507,0.0196607,0,0,440.08,439.04,440.08
2/03/2020,Monday,WTA,Within_Treatment,Ora.Bro,male,a10070,,2279.9,5.19104,118.8,112.8,208.32,0.32,439.92
2/03/2020,Monday,WTA,Within_Treatment,Red.Bla,female,a10164,,2341.83,5.32234,164.16,92.56,183.36,0.08,440.08
2/03/2020,Monday,WTA,Within_Treatment,Blu.Blu,female,a10046,,2551.37,5.79857,135.36,117.68,187.04,0.4,440.08
2/03/2020,Monday,WTA,Within_Treatment,Red.Whi,female,a10172,,2080.57,4.72857,113.28,119.04,207.76,1.04,440.08
2/03/2020,Monday,WTA,Within_Treatment,Pur.Blu,female,a10079,,2957.08,6.7985,313.92,71.84,53.44,0.16,439.2
2/03/2020,Monday,WTA,Within_Treatment,Blu._,female,a10039,,2555.16,5.80718,195.68,60,184.4,0.16,440.08
2/03/2020,Monday,WTA,Within_Treatment,Bro.Bro,male,a10201,,2332.1,5.30022,348.32,49.68,42.08,0.24,440.08
2/03/2020,Monday,WTA,Within_Treatment,Gre.Blu,female,a10041,,2164.02,4.91822,61.52,106.72,271.84,0.08,440.08
2/03/2020,Monday,WTA,Within_Treatment,Pin.Bla,male,a10092,,1584.58,3.60132,26.16,47.84,366.08,1.12,440.08
2/03/2020,Monday,WTA,Within_Treatment,Whi.Yel,male,a10157,,1897.59,4.3127,105.92,107.92,226.24,1.28,440.08
2/03/2020,Monday,WTA,Within_Treatment,Yel._,male,a10095,,2859.48,6.51659,123.28,117.36,199.44,0.32,440.08
2/03/2020,Monday,WTA,Within_Treatment,Blu.Yel,male,a10055,,2164.39,4.91906,130.64,85.52,223.92,0.24,440.08
2/03/2020,Monday,WTA,Within_Treatment,Whi.Pur,female,a10158,,256.711,0.583434,0,0,440.08,303.6,440.08
2/03/2020,Monday,WTA,Within_Treatment,Pin.Blu,male,a10090,,3144.43,7.14642,142.24,138.8,159.04,0.24,440.08
2/03/2020,Monday,WTA,Within_Treatment,Pur._,male,a10077,,1657.23,3.76642,74.56,111.44,254.08,0.8,440.08
2/03/2020,Monday,WTA,Within_Treatment,Gre.Gre,female,a10034,,1036.11,2.3548,0,3.92,436.16,96.56,440.08
2/03/2020,Monday,WTA,Within_Treatment,Ora.Red,male,a10064,,2052.73,4.67294,80.96,134.88,224.08,0,439.92
2/03/2020,Monday,WTA,Within_Treatment,Red.Pur,male,a10166,,144.155,0.327625,0,0,440.08,393.68,440.08
2/03/2020,Monday,WTA,Within_Treatment,Gre.Pin,female,a10036,,2457.16,5.5865,90.16,72.8,277.12,0.16,440.08
2/03/2020,Monday,PB,Paternal,Whi._,female,a9924,,2404.08,5.46382,173.52,128.32,138.24,0.4,440.08
2/03/2020,Monday,PB,Paternal,_.Red,female,a9903,,416.583,0.946779,0,0,440.08,175.68,440.08
2/03/2020,Monday,PB,Paternal,_.Pur,male,a9981,probs female,2223.46,5.05331,79.44,86.64,274,2.88,440.08
2/03/2020,Monday,PB,Paternal,Red._,male,a9941,,2288.46,5.20862,221.28,76.72,142,0.24,440
2/03/2020,Monday,PB,Paternal,Yel.Gre,male,a9901,,2051.67,4.66289,117.28,110.96,211.84,0.08,440.08
2/03/2020,Monday,PB,Paternal,Pin.Gre,female,a9952,,988.432,2.24644,21.36,17.52,401.2,24.8,440.08
2/03/2020,Monday,PB,Paternal,Whi.Ora,female,a9927,,1314.5,2.98749,28.24,24.88,386.96,14.48,440.08
2/03/2020,Monday,PB,Paternal,Blu.Gre,male,a9983,,340.635,0.774171,0,0,440.08,289.84,440.08
2/03/2020,Monday,PB,Paternal,Red.Bla,male,a9949,,1865.25,4.23919,109.92,143.52,186.64,1.44,440.08
2/03/2020,Monday,PB,Paternal,Yel.Pur,female,a9899,,1956.66,4.44937,47.04,67.6,325.44,0.72,440.08
2/03/2020,Monday,PB,Paternal,Pur.Pur,female,a9982,,1521.97,3.45903,72.4,48.08,319.6,0.48,440.08
2/03/2020,Monday,PB,Paternal,Bro._,male,a9908,,2130,4.84091,106.24,111.12,222.72,0.72,440.08
2/03/2020,Monday,PB,Paternal,Bro.Bro,female,a9910,,1173.25,2.66647,0,1.36,438.72,0.32,440.08
2/03/2020,Monday,PB,Paternal,Red.Yel,male,a9947,,933.652,2.12194,30.4,51.76,357.92,109.28,440.08
2/03/2020,Monday,PB,Paternal,Bla.Whi,female,a9923,,2035.39,4.6259,294.24,54.96,90.88,0.4,440.08
2/03/2020,Monday,PB,Paternal,Blu.Blu,male,a9973,,1491.04,3.38873,238.24,80.4,121.44,4.16,440.08
2/03/2020,Monday,PB,Paternal,Pin.Ora,female,a9953,,1458.15,3.31399,28.16,50.72,361.2,0.96,440.08
2/03/2020,Monday,PB,Paternal,Blu.Pur,male,a9975,,674.279,1.53245,0,0,440.08,130.72,440.08
2/03/2020,Monday,PB,Paternal,Bro.Blu,male,a9937,,1600.87,3.63835,0,0,440.08,0.24,440.08
2/03/2020,Monday,PB,Paternal,_.Ora,female,a9964,,1105.06,2.5115,28.16,40.24,371.68,92.16,440.08
6/03/2020,Friday,WCA,Within_Control,Ora.Gre,female,a9603,,1947.36,4.76454,129.6,180.4,126.24,0.16,436.24
6/03/2020,Friday,WCA,Within_Control,Red.Yel,female,a9678,,2345.74,5.37126,173.6,114.48,151.92,1.6,440
6/03/2020,Friday,WCA,Within_Control,Gre.Bro,male,a9558,,3177,7.32838,220.8,163.68,55.6,0.88,440.08
6/03/2020,Friday,WCA,Within_Control,Pur.Red,female,a9566,,2261.07,5.1388,76.08,118.8,245.2,0.24,440.08
6/03/2020,Friday,WCA,Within_Control,Ora.Ora,male,a9706,,1181.03,4.99251,48.08,59.6,250.72,3.12,358.4
6/03/2020,Friday,WCA,Within_Control,Gre.Blu,female,a9553,Jumped,1012.35,3.27155,60.24,49.84,290,0.32,400.08
6/03/2020,Friday,WCA,Within_Control,Red.Whi,female,a9679,,1969.71,6.18938,120.56,83.12,211.12,1.12,414.8
6/03/2020,Friday,WCA,Within_Control,Pin.Gre,male,a9588,,1206.16,3.44381,302.96,54.72,70.32,0.8,428
6/03/2020,Friday,WCA,Within_Control,Pur._,male,a9562,,478.966,1.09054,0,0,440.08,2.64,440.08
6/03/2020,Friday,WCA,Within_Control,Blu.Yel,female,a9577,,2381.85,5.52992,112.4,165.6,161.76,0.16,439.76
6/03/2020,Friday,WCA,Within_Control,Red.Bla,male,a9676,,631.611,1.43993,0,0,439.76,241.76,439.76
6/03/2020,Friday,WCA,Within_Control,Red.Pin,female,a9673,,2968.93,6.7722,89.76,221.12,129.12,0.08,440
6/03/2020,Friday,WCA,Within_Control,Red.Ora,male,a9681,,1890.36,5.42832,19.6,28.56,377.04,0.72,425.2
6/03/2020,Friday,WCA,Within_Control,Ora.Whi,male,a9611,,1812.03,4.33002,30.4,59.44,349.52,4.8,439.36
6/03/2020,Friday,WCA,Within_Control,Gre.Bla,male,a9554,,2549.57,5.83266,165.12,94.08,180.88,0.08,440.08
6/03/2020,Friday,WCA,Within_Control,Ora.Red,male,a9606,,1529.12,5.80618,100.32,64.96,236.56,0.24,401.84
6/03/2020,Friday,WCA,Within_Control,Red.Gre,male,a9680,,2622.08,5.97449,47.6,84.32,308.16,0,440.08
6/03/2020,Friday,WCA,Within_Control,Whi.Yel,female,a9599,,2874.41,6.54346,84.8,95.04,260.24,0,440.08
6/03/2020,Friday,WCA,Within_Control,Ora.Blu,female,a9607,,2357.29,5.70054,139.36,116,183.76,0.16,439.12
6/03/2020,Friday,WCA,Within_Control,Gre.Pur,female,a9556,,3060.84,6.95646,59.6,154.72,225.76,0,440.08
6/03/2020,Friday,MB,Maternal,Red.Pin,male,a9755,,1985.64,6.08944,191.6,90.88,132.48,0.56,414.96
6/03/2020,Friday,MB,Maternal,Ora.Yel,male,a9813,wrong label,1972.72,7.05754,130.48,82.64,190.08,0.24,403.2
6/03/2020,Friday,MB,Maternal,Red._,male,a9752,wrong label,964.286,4.47922,9.68,37.12,305.76,0.16,352.56
6/03/2020,Friday,MB,Maternal,_.Ora,female,a10198,,1949.89,6.73862,212,74.16,110.8,0,396.96
6/03/2020,Friday,MB,Maternal,Pin.Whi,female,a9862,,1710.52,3.94637,35.04,26.32,378.24,60.64,439.6
6/03/2020,Friday,MB,Maternal,_.Blu,male,a9844,,2100.03,4.7815,105.44,68.96,265.52,0.56,439.92
6/03/2020,Friday,MB,Maternal,Pin.Yel,female,a9854,,3632.2,8.50553,217.04,135.76,87.04,0,439.84
6/03/2020,Friday,MB,Maternal,_._,female,a9774,,2632.93,6.03772,80.8,77.36,281.92,0.32,440.08
6/03/2020,Friday,MB,Maternal,Yel.Bla,female,a9777,,1078.21,4.88499,64.88,77.2,208.16,0.16,350.24
6/03/2020,Friday,MB,Maternal,_.Red,male,a9849,,1891.85,4.30435,22.72,33.6,383.76,1.2,440.08
6/03/2020,Friday,MB,Maternal,Bla.Gre,female,a9787,,749.765,4.44595,161.44,73.04,79.28,0,313.76
6/03/2020,Friday,MB,Maternal,Blu.Blu,male,a9843,,1358.72,3.09814,30.64,40.24,368.88,1.12,439.76
6/03/2020,Friday,MB,Maternal,Red.Bla,male,a9756,,3346.94,7.60945,85.52,122,232.56,0.08,440.08
6/03/2020,Friday,MB,Maternal,Ora.Pur,male,a9821,,2825.05,6.43931,130.56,177.04,132.48,0.24,440.08
6/03/2020,Friday,MB,Maternal,Pur.Pin,male,a9824,,3958.14,9.08998,239.44,107.36,93.28,0.08,440.08
6/03/2020,Friday,MB,Maternal,Gre.Pur,female,a9867,,2328.9,5.29488,63.6,94.08,282.4,0.24,440.08
6/03/2020,Friday,MB,Maternal,Yel.Yel,male,a9765,,2349.63,6.83828,119.92,140.88,168.48,0,429.28
6/03/2020,Friday,MB,Maternal,Blu.Gre,male,a9846,,1186.39,2.69634,0.24,15.84,424,73.04,440.08
6/03/2020,Friday,MB,Maternal,Gre.Ora,female,a9868,,1972.43,7.1053,172.24,83.6,144,0.16,399.84
6/03/2020,Friday,MB,Maternal,Yel.Ora,female,a9778,,2101.31,7.8689,147.04,82.24,157.04,0.08,386.32
6/03/2020,Friday,WTA,Within_Treatment,Gre.Gre,female,a10034,,2943.59,7.46194,169.76,135.04,129.84,0.08,434.64
6/03/2020,Friday,WTA,Within_Treatment,Blu._,female,a10039,,4008.8,11.035,265.68,73.52,71.68,0.08,410.88
6/03/2020,Friday,WTA,Within_Treatment,Gre.Pin,female,a10036,,2762.19,6.31791,77.28,67.04,295.76,0.08,440.08
6/03/2020,Friday,WTA,Within_Treatment,Gre.Blu,female,a10041,Jumped,2225.11,5.12414,46.48,118.88,274.72,22.08,440.08
6/03/2020,Friday,WTA,Within_Treatment,Red.Bla,female,a10164,,1443.93,5.41852,87.84,78.48,223.28,0.08,389.6
6/03/2020,Friday,WTA,Within_Treatment,Pur.Blu,female,a10079,,1080.81,6.07468,132.48,65.52,124.64,0.96,322.64
6/03/2020,Friday,WTA,Within_Treatment,Ora.Red,male,a10064,,1336.25,6.10492,151.76,131.28,83.68,0.4,366.72
6/03/2020,Friday,WTA,Within_Treatment,Blu.Blu,female,a10046,,748.261,4.3912,36.96,85.2,186.72,0,308.88
6/03/2020,Friday,WTA,Within_Treatment,Red.Pur,male,a10166,,1565.52,3.55929,9.36,41.2,389.52,0.96,440.08
6/03/2020,Friday,WTA,Within_Treatment,Blu.Yel,male,a10055,,2235.62,5.10695,29.76,37.68,372.64,16.4,440.08
6/03/2020,Friday,WTA,Within_Treatment,Pin.Blu,male,a10090,,4512.58,10.3197,135.76,184.64,119.6,0.08,440
6/03/2020,Friday,WTA,Within_Treatment,Red.Whi,female,a10172,Jumped,2363.71,5.37206,36.64,139.28,264.16,0.4,440.08
6/03/2020,Friday,WTA,Within_Treatment,Pin.Bla,male,a10092,Jumped,815.514,3.05482,25.2,37.76,304.4,0.4,367.36
6/03/2020,Friday,WTA,Within_Treatment,Whi.Pur,female,a10158,,965.051,2.75226,0,0,420.16,1.44,420.16
6/03/2020,Friday,WTA,Within_Treatment,Ora.Bro,male,a10070,,3297.47,8.3692,109.36,103.44,225.28,0.08,438.08
6/03/2020,Friday,WTA,Within_Treatment,Whi.Yel,male,a10157,,2357.63,7.91152,189.76,106.32,122.32,0.4,418.4
6/03/2020,Friday,WTA,Within_Treatment,Pur._,male,a10077,,3116.78,7.14334,133.2,108.4,198.08,0.08,439.68
6/03/2020,Friday,WTA,Within_Treatment,Pin.Gre,female,a10087,,2407.99,5.50674,97.2,137.12,205.76,0.16,440.08
6/03/2020,Friday,WTA,Within_Treatment,Yel._,male,a10095,,3611.83,8.21768,96.32,100.56,243.2,0,440.08
6/03/2020,Friday,WTA,Within_Treatment,Bro.Bro,male,a10201,,2871.38,6.56405,336.32,60.8,42.8,5.12,439.92
6/03/2020,Friday,PB,Paternal,Pin.Ora,female,a9953,,771.292,3.92555,8.8,54.56,258,0.08,321.36
6/03/2020,Friday,PB,Paternal,Whi.Ora,female,a9927,,2065.88,5.75645,103.44,104.88,220.96,0.16,429.28
6/03/2020,Friday,PB,Paternal,Red.Yel,male,a9947,,1499.11,3.42888,26.24,33.36,380.24,1.52,439.84
6/03/2020,Friday,PB,Paternal,Blu.Gre,male,a9983,,1264.91,4.47026,69.84,38,293.84,0.64,401.68
6/03/2020,Friday,PB,Paternal,_.Ora,female,a9964,,1903.57,4.99886,58.56,58,315.28,0.4,431.84
6/03/2020,Friday,PB,Paternal,Bro.Blu,male,a9937,,1484.65,3.37606,0,0,440.08,7.68,440.08
6/03/2020,Friday,PB,Paternal,Pur.Pur,female,a9982,,2401.6,5.45818,83.28,103.6,253.2,0,440.08
6/03/2020,Friday,PB,Paternal,Red.Bla,male,a9949,,2724.22,6.1914,72.08,137.04,230.96,0.32,440.08
6/03/2020,Friday,PB,Paternal,Yel.Gre,male,a9901,,3052.7,8.02496,82.48,100.8,251.68,0.16,434.96
6/03/2020,Friday,PB,Paternal,_.Pur,male,a9981,,2311.37,5.32672,59.52,71.04,309.2,0.24,439.76
6/03/2020,Friday,PB,Paternal,Pin.Gre,female,a9952,,2453.9,7.37349,173.28,87.68,156.48,0.16,417.44
6/03/2020,Friday,PB,Paternal,Bro.Bro,female,a9910,,1144.88,2.99582,37.68,30.32,361.44,0.72,429.44
6/03/2020,Friday,PB,Paternal,Yel.Pur,female,a9899,,839.571,2.2434,0,0,427.6,40.72,427.6
6/03/2020,Friday,PB,Paternal,Red._,male,a9941,,2907.03,6.6407,47.76,115.28,276.88,0.32,439.92
6/03/2020,Friday,PB,Paternal,Blu.Blu,male,a9973,,1926.36,4.41825,227.68,69.12,142.96,2.16,439.76
6/03/2020,Friday,PB,Paternal,Bla.Whi,female,a9923,,2808.39,6.39085,111.36,79.36,249.36,0.88,440.08
6/03/2020,Friday,PB,Paternal,Whi._,female,a9924,,1598.9,6.36709,167.04,98.32,120.08,0.08,385.44
6/03/2020,Friday,PB,Paternal,Blu.Pur,male,a9975,,475.462,1.11716,0,0,438.24,266.32,438.24
6/03/2020,Friday,PB,Paternal,_.Red,female,a9903,,466.7,1.42009,0,0,400.24,49.04,400.24
6/03/2020,Friday,PB,Paternal,Bro._,male,a9908,,3200.81,8.74921,124.64,117.2,183.36,0.08,425.2
6/03/2020,Friday,WCB,Within_Control,Bro.Bla,female,a9700,,2292.06,5.41091,83.36,70.72,283.12,0.32,437.2
6/03/2020,Friday,WCB,Within_Control,Blu.Ora,female,a9583,,363.84,0.826909,0,0,440.08,173.44,440.08
6/03/2020,Friday,WCB,Within_Control,Ora.Gre,male,a9612,,2014.43,4.58076,25.6,64.64,349.84,0.32,440.08
6/03/2020,Friday,WCB,Within_Control,Blu.Bro,female,a9579,,1992.01,4.52728,42.64,78.32,319.12,0.4,440.08
6/03/2020,Friday,WCB,Within_Control,Blu.Whi,female,a9580,,1310.86,5.14466,37.12,69.2,271.36,0.16,377.68
6/03/2020,Friday,WCB,Within_Control,Bro.Gre,female,a9704,,1058.29,3.57047,18.96,37.52,329.6,0.16,386.08
6/03/2020,Friday,WCB,Within_Control,Blu.Red,male,a9582,,1633.5,3.94717,30.96,24,384.24,0.48,439.2
6/03/2020,Friday,WCB,Within_Control,Pin.Yel,male,a9587,,2846.05,8.12599,125.12,62.48,239.12,0,426.72
6/03/2020,Friday,WCB,Within_Control,Whi.Ora,female,a9596,,2417.62,5.53484,14.4,15.76,409.92,0.08,440.08
6/03/2020,Friday,WCB,Within_Control,Blu.Gre,female,a9578,,2184.84,4.97279,59.2,36.08,344.8,0.24,440.08
6/03/2020,Friday,WCB,Within_Control,Ora.Bro,male,a9610,,2306.7,5.25397,30,50.4,359.68,0.16,440.08
6/03/2020,Friday,WCB,Within_Control,Yel.Yel,female,a9613,,1922.54,4.36941,0,0,440.08,0.16,440.08
6/03/2020,Friday,WCB,Within_Control,Pur.Pin,male,a9686,,1377.06,3.78731,0,0,428.56,0.72,428.56
6/03/2020,Friday,WCB,Within_Control,Red.Bro,male,a9677,,370.299,0.868106,0,0,437.12,160.72,437.12
6/03/2020,Friday,WCB,Within_Control,Pin.Whi,male,a9590,,665.408,1.5489,0,0,438,47.52,438
6/03/2020,Friday,WCB,Within_Control,Ora.Bla,female,a9608,,1189.84,4.40552,123.36,84.96,175.28,0.32,383.6
6/03/2020,Friday,WCB,Within_Control,Pur.Blu,male,a9687,,2567.24,6.1535,94.72,68.96,273.52,0.24,437.2
6/03/2020,Friday,WCB,Within_Control,Blu.Blu,male,a9575,,3254.94,7.3976,39.52,120.48,280.08,0,440.08
6/03/2020,Friday,WCB,Within_Control,_.Pur,female,a9605,,2468.37,5.61914,164.56,160,115.52,0,440.08
6/03/2020,Friday,WCB,Within_Control,Blu.Pur,male,a9581,,1950.81,4.43365,18.48,97.44,324.16,0.16,440.08
6/03/2020,Friday,MA,Maternal,Red.Gre,female,a9758,,582.851,4.71257,81.12,76.8,93.76,0.16,251.68
6/03/2020,Friday,MA,Maternal,Red.Red,male,a9754,,1343.94,5.13737,14.96,100.48,279.84,0,395.28
6/03/2020,Friday,MA,Maternal,Bro.Yel,female,a9794,,915.158,2.11177,0,0,439.76,0.88,439.76
6/03/2020,Friday,MA,Maternal,Gre.Blu,male,a9808,,839.999,2.68679,0,0,404.64,1.2,404.64
6/03/2020,Friday,MA,Maternal,Whi.Ora,female,a9839,,1525.23,3.66782,0,15.36,422,0.48,437.36
6/03/2020,Friday,MA,Maternal,Red.Bro,male,a9760,,2627.36,5.97127,26.96,84.72,328.4,0.16,440.08
6/03/2020,Friday,MA,Maternal,Gre.Whi,female,a9809,,2594.18,5.93255,156.48,58.48,225.12,0.32,440.08
6/03/2020,Friday,MA,Maternal,Red.Pur,female,a9762,,2179.42,4.95502,0,6.56,433.52,0.16,440.08
6/03/2020,Friday,MA,Maternal,Red.Yel,female,a9761,,1928.17,7.25967,128.56,80.32,176.32,0.24,385.2
6/03/2020,Friday,MA,Maternal,Bro.Gre,female,a9796,,1663.82,6.15316,150.56,70.08,169.84,0.56,390.48
6/03/2020,Friday,MA,Maternal,Yel._,male,a9763,,426.163,1.18827,0,16,399.12,46.4,415.12
6/03/2020,Friday,MA,Maternal,Gre.Gre,female,a9804,,1061.33,6.0717,96.48,105.44,152.8,0,354.72
6/03/2020,Friday,MA,Maternal,_.Bla,male,a9800,,2305.45,5.24156,36.16,73.52,330.4,0.48,440.08
6/03/2020,Friday,MA,Maternal,Bro.Pin,male,a9793,,2471.93,5.61803,75.92,106.96,257.2,0.16,440.08
6/03/2020,Friday,MA,Maternal,Pin.Ora,male,a9858,,2187.66,4.98556,68.56,95.28,276.08,0.56,439.92
6/03/2020,Friday,MA,Maternal,_.Gre,male,a9803,,2918.76,6.63355,62.64,113.28,264.16,0.08,440.08
6/03/2020,Friday,MA,Maternal,Blu.Yel,female,a9845,,1403.18,5.49318,100.72,83.6,201.36,0.24,385.68
6/03/2020,Friday,MA,Maternal,Red.Blu,female,a9759,,100.358,0.233088,0,0,437.6,309.52,437.6
6/03/2020,Friday,MA,Maternal,_.Yel,male,a9764,,1087.97,4.58517,102.96,77.04,172.96,0.56,352.96
6/03/2020,Friday,MA,Maternal,Red._,female,a9848,,2093.95,7.42745,126.48,73.44,186.16,0.32,386.08
6/03/2020,Friday,WTB,Within_Treatment,Whi.Bla,male,a10152,wrong label,1697.7,3.94961,2.72,13.6,422.48,0.24,438.8
6/03/2020,Friday,WTB,Within_Treatment,Pur.Gre,male,a10074,,2624.12,5.99004,124.72,131.2,184.08,0.08,440
6/03/2020,Friday,WTB,Within_Treatment,Pin.Red,male,a10089,,2522.52,5.75707,64.32,111.04,264.64,0.16,440
6/03/2020,Friday,WTB,Within_Treatment,Whi.Ora,female,a10160,,2804.92,6.38295,77.12,104,258.96,0.08,440.08
6/03/2020,Friday,WTB,Within_Treatment,Red.Bro,male,a10169,,2034.09,7.35285,72.56,88.72,233.84,0,395.12
6/03/2020,Friday,WTB,Within_Treatment,Gre.Pur,male,a10043,,2221.18,5.71292,38.8,80.4,318.32,0.32,437.52
6/03/2020,Friday,WTB,Within_Treatment,Pin.Bro,male,a10088,,2240.76,5.10006,92.64,100.16,247.28,0.56,440.08
6/03/2020,Friday,WTB,Within_Treatment,Yel.Yel,female,a10097,,1136.53,5.52358,112.64,51.68,167.28,0.16,331.6
6/03/2020,Friday,WTB,Within_Treatment,Pur.Pur,female,a10081,,1022.99,3.08278,46.8,39.84,324.24,29.76,410.88
6/03/2020,Friday,WTB,Within_Treatment,Ora.Ora,female,a10060,,2771.03,7.79604,108.64,74.8,247.68,0.08,431.12
6/03/2020,Friday,WTB,Within_Treatment,Whi.Bro,female,a10159,,3746.01,8.53384,153.2,110.48,176.4,0,440.08
6/03/2020,Friday,WTB,Within_Treatment,Ora.Pin,female,a10063,,2571.27,5.86726,115.2,148.96,175.92,0.08,440.08
6/03/2020,Friday,WTB,Within_Treatment,Red._,male,a10155,,1744.51,4.02629,0,1.76,437.52,0.56,439.28
6/03/2020,Friday,WTB,Within_Treatment,Gre._,male,a10037,,715.016,1.65452,0,1.84,437.2,1.68,439.04
6/03/2020,Friday,WTB,Within_Treatment,Whi.Pin,female,a10154,,1306.72,4.46649,64.32,86.72,242.16,0.24,393.2
6/03/2020,Friday,WTB,Within_Treatment,Gre.Bro,male,a10044,,1765.99,8.01558,233.6,66.8,58.88,0.16,359.28
6/03/2020,Friday,WTB,Within_Treatment,Blu.Ora,female,a10059,,674.097,1.57411,0,0,439.36,26.96,439.36
6/03/2020,Friday,WTB,Within_Treatment,_.Yel,male,a10096,,3732.17,8.4961,209.92,154.96,75.2,0.08,440.08
6/03/2020,Friday,WTB,Within_Treatment,Pur.Red,female,a10076,,2084.37,5.87875,84.72,102.4,239.04,3.68,426.16
6/03/2020,Friday,WTB,Within_Treatment,_.Blu,female,a10040,,2661.91,6.07742,31.52,117.84,290.72,0,440.08
6/03/2020,Friday,PA,Paternal,Pin.Red,female,a9958,,1592.57,5.11358,59.36,74.88,286.72,0.08,420.96
6/03/2020,Friday,PA,Paternal,Bla.Red,female,a9921,,2343.35,9.05749,78.56,67.12,258.4,0.24,404.08
6/03/2020,Friday,PA,Paternal,Blu.Bla,male,a9984,,2171.91,8.24943,120.32,85.52,198.8,0.32,404.64
6/03/2020,Friday,PA,Paternal,Bla.Pin,male,a9919,,1433.31,7.69272,247.76,51.68,54.64,0.32,354.08
6/03/2020,Friday,PA,Paternal,Bla.Gre,female,a9922,,2466.06,6.98679,118.56,63.92,244.48,0.16,426.96
6/03/2020,Friday,PA,Paternal,Ora.Pin,female,a9961,,2683.46,6.13559,75.12,72,292.96,0.08,440.08
6/03/2020,Friday,PA,Paternal,Gre.Pin,male,a9880,,2681.64,6.10128,36.56,71.6,331.92,1.6,440.08
6/03/2020,Friday,PA,Paternal,_.Bro,female,a9917,,2236.29,5.08617,47.28,64.64,328.16,0.48,440.08
6/03/2020,Friday,PA,Paternal,Whi.Bro,female,a9929,,643.952,4.54511,57.76,41.04,179.44,0.08,278.24
6/03/2020,Friday,PA,Paternal,Pin.Yel,male,a9956,,2475.73,5.7351,36.96,81.36,321.44,0.48,439.76
6/03/2020,Friday,PA,Paternal,Ora.Ora,female,a9962,,1308.37,6.927,122.08,81.52,156.96,0.32,360.56
6/03/2020,Friday,PA,Paternal,Bla.Ora,female,a9887,,1322.84,4.33322,50.72,104.24,248,0.32,402.96
6/03/2020,Friday,PA,Paternal,Gre.Blu,male,a9881,,1992.7,4.52886,59.84,62.32,317.92,0.72,440.08
6/03/2020,Friday,PA,Paternal,_.Gre,male,a9873,,2799.47,6.36243,96.56,105.28,238.24,0.24,440.08
6/03/2020,Friday,PA,Paternal,Whi.Red,male,a9931,,165.264,0.3756,0,0,440.08,154,440.08
6/03/2020,Friday,PA,Paternal,Gre.Ora,female,a9876,,3356.31,7.63076,132.56,119.68,187.84,0,440.08
6/03/2020,Friday,PA,Paternal,Gre.Gre,female,a9874,,1098.65,6.35497,96.72,64.24,174.4,0,335.36
6/03/2020,Friday,PA,Paternal,Whi.Whi,male,a9926,,1550.96,3.63326,58.08,38.48,342.08,103.6,438.64
6/03/2020,Friday,PA,Paternal,Pin.Pur,female,a9957,,1650.01,6.54559,230.56,66.56,87.68,0,384.8
6/03/2020,Friday,PA,Paternal,Pin.Blu,male,a9960,,1459.8,5.00206,48.72,57.36,293.68,5.76,399.76
